33.125228,4.776856,12.864491,49.449580,130.847960,13.613609,46.230016,133.828015,43.803987,49.945099,134.742292,51.861401,29.977805,153.913326,35.756753,0.000000
32.524321,6.666818,14.552117,51.055870,129.172652,15.908606,42.973433,138.303284,27.146807,43.167735,142.193710,37.403714,22.289116,162.257328,24.251803,0.000000
27.471943,4.752137,4.825745,134.082851,38.365755,69.174932,147.711641,30.482111,110.984985,152.415324,29.822423,137.212163,151.004825,14.886606,150.832648,0.000000
27.399658,5.022787,4.702689,134.404304,37.779353,58.348712,147.087765,31.494768,101.055747,152.105573,31.390017,133.175572,149.570143,15.873320,157.586875,0.000000
15.116993,4.314549,4.324095,109.926156,75.234565,73.770111,118.887194,119.840678,53.359425,124.615658,142.232921,35.467512,112.017417,160.231983,8.854232,0.000000
11.065066,9.960476,12.160563,97.851377,91.041140,76.136914,93.612038,118.674931,52.697553,89.232293,122.562652,52.469728,78.722677,133.932063,45.176623,0.000000
8.547946,2.247413,3.416007,92.368772,91.985876,74.399121,89.081952,118.930014,55.312517,80.225434,126.452315,53.667520,67.314789,134.793474,48.174451,0.000000
7.622508,5.825455,16.504268,62.718388,122.723066,46.885891,54.467861,143.283316,32.715709,38.031596,146.925452,30.401180,30.874834,158.895112,18.877135,0.000000
9.540929,7.689253,8.341835,90.704764,93.332022,72.296615,91.875378,116.406965,54.690820,86.454958,121.429112,54.645686,75.567622,128.957241,51.197348,0.000000
11.879602,4.453160,2.435646,106.108755,84.062520,81.093013,109.603911,114.305578,61.478057,108.103996,125.559645,55.564697,101.998001,137.626085,42.366450,0.000000
34.021690,1.397698,8.724884,136.032445,26.011953,89.628949,150.856155,9.738103,162.712281,154.078308,25.050130,150.210782,149.712168,16.197787,154.162558,0.000000
32.207160,1.656706,17.466149,41.409942,135.599633,15.366073,41.903683,136.743513,82.030722,50.572851,134.176749,67.389199,36.322546,147.798151,36.797749,0.000000
33.313539,2.294972,16.421277,47.288061,123.360715,38.677478,68.740492,106.926854,122.576775,86.934119,97.733396,91.786107,93.423846,87.593230,60.689911,0.000000
38.130208,0.454622,16.230660,108.911237,60.892552,83.373568,136.701328,39.023487,162.273287,138.855333,46.393315,120.914611,142.208981,35.907182,110.720138,0.000000
22.655968,3.738713,5.677378,122.359738,56.810614,86.243260,133.528355,86.924994,81.814664,138.025337,131.314272,49.977354,130.696595,160.860798,8.770839,0.000000
12.173643,2.902474,8.699191,115.004632,76.959418,77.022852,123.042646,132.756046,44.758562,125.692739,155.149286,27.100934,107.148335,164.410939,5.450576,0.000000
7.542273,3.571816,7.006717,102.682848,79.801986,85.308957,106.244522,114.671794,63.551361,104.155713,132.600366,45.830349,91.793429,153.478244,30.259777,0.000000
6.631189,7.211754,11.084594,98.070082,85.548096,86.095440,97.467811,115.058731,62.802975,91.566168,124.968310,53.879208,79.661557,127.133974,47.526280,0.000000
34.654855,33.903495,19.425284,14.922361,5.811290,3.101972,39.389540,122.421228,14.589626,47.101065,127.370168,14.656524,47.273618,129.599680,12.791409,1.000000
29.084698,34.136629,28.414718,14.153321,4.021319,2.174602,45.000042,120.383368,13.219865,43.905910,132.394008,11.981687,33.161933,139.988462,10.065046,1.000000
33.398029,46.435241,29.604033,10.072163,2.990675,4.496719,29.681114,127.668942,16.780387,51.848918,119.101811,19.110877,56.102625,118.837047,16.345430,1.000000
19.913300,6.459167,13.375519,18.185135,6.892290,3.218911,74.209515,101.448213,48.630129,84.501165,100.898458,56.539636,82.766637,94.455012,61.216864,1.000000
22.930066,32.903001,40.717512,10.216998,2.358319,0.649370,28.147106,145.999500,26.471490,18.512881,148.559180,21.016815,16.479889,147.603358,9.997726,1.000000
17.734822,20.604788,51.357498,14.211199,1.855277,4.114154,51.163950,115.948604,22.058118,81.860855,99.616668,30.548456,94.992860,89.850507,39.826338,1.000000
39.755000,36.597036,28.774799,26.410903,131.411999,16.667675,13.680614,3.626796,8.119078,28.549678,148.687927,12.409373,27.203278,160.943364,8.641073,1.000000
40.051054,33.952123,30.212579,26.007345,132.427309,17.024660,15.390990,3.899946,8.040326,28.621360,150.060732,11.906451,23.467116,165.690087,7.241127,1.000000
42.029643,39.485590,34.442949,31.702837,121.099612,18.656588,14.314306,3.089382,10.421988,30.704807,144.197261,13.116652,30.570227,156.233659,8.421430,1.000000
37.699550,34.881924,31.137204,26.088900,132.425645,16.606959,14.701424,4.964492,7.966496,30.049859,148.919897,11.980065,25.431478,163.792535,8.352835,1.000000
31.051852,42.243722,28.963630,28.066644,139.453630,8.897275,25.208039,143.055443,10.781894,23.304463,154.964661,9.881703,8.066341,8.418093,9.541334,1.000000
31.706364,39.189639,33.622476,20.898430,147.016431,5.414241,14.245606,163.462822,17.836854,12.835138,173.848014,3.096599,4.111325,8.525463,7.528331,1.000000
31.802490,40.756362,35.791825,29.226983,139.465395,8.309591,29.971895,143.298276,12.593507,27.858452,155.105955,11.012832,7.796027,11.188104,8.711800,1.000000
32.965621,38.179181,29.330553,26.691891,141.234506,9.554091,25.494883,143.197606,12.397054,25.726699,152.264133,10.600797,9.525625,7.700720,8.415822,1.000000
23.936283,19.993466,53.432159,27.493668,136.109508,16.557638,34.034232,133.228221,18.205598,42.443327,125.406766,20.332240,9.590352,11.929885,8.700803,1.000000
22.376741,9.920838,37.583489,54.730989,101.470053,21.984295,60.262484,107.220754,23.452910,60.269501,106.405474,26.698962,16.164397,8.672183,7.425752,1.000000
7.089708,16.542989,36.794935,73.172255,79.547815,36.965526,72.886642,95.907117,18.644257,65.519136,99.713956,22.284194,20.484009,6.558058,8.866466,1.000000
24.063167,10.385193,37.589675,62.905943,98.680468,22.835233,64.833068,107.315354,24.396676,65.758545,104.948638,28.106939,17.593696,9.708984,7.708098,1.000000
30.382958,39.561729,11.937908,10.419362,1.922188,5.026996,14.421012,0.689286,7.740281,49.580036,122.896443,16.877301,23.612790,152.482162,10.880096,2.000000
31.345353,38.033955,15.712332,9.647444,2.472118,5.246977,14.906810,1.355680,8.227696,46.120657,127.191682,16.968468,21.242621,155.709362,10.878311,2.000000
30.537015,38.321263,16.033482,10.314027,1.748614,4.715379,14.222953,1.037350,8.022898,41.118106,129.877455,17.083511,20.354441,155.010774,10.863727,2.000000
24.798968,36.743083,28.990173,8.747836,2.581902,6.560653,8.980374,3.018228,8.612947,50.461143,115.500629,22.982037,62.891587,112.561773,21.334129,2.000000
20.563218,17.965356,41.931878,10.043311,3.467179,7.508765,8.594836,5.383479,9.318737,75.838467,86.308344,34.092579,88.825450,76.806296,34.991211,2.000000
27.868945,33.632439,6.717222,15.197032,3.640270,1.891887,21.287697,3.372414,1.481981,68.124101,101.956685,39.445734,76.528870,91.158239,42.067843,2.000000
25.435380,42.608841,32.361703,8.867904,2.245864,4.561381,16.504057,3.091880,3.913439,32.553771,148.694764,19.712778,19.176676,155.380302,16.056998,2.000000
24.736067,41.538628,36.103272,10.090509,2.571778,4.271626,18.260250,3.161128,3.691759,38.341331,140.903780,22.833759,22.350819,150.910578,19.625837,2.000000
32.116215,40.426820,25.450498,9.061930,2.311857,5.986793,12.492413,2.881043,8.287898,41.668377,124.514912,17.353565,40.351381,133.315756,12.620399,2.000000
27.256510,3.358367,22.081098,26.567932,6.102802,2.177520,54.417090,118.369952,14.099278,54.474471,125.110981,16.345705,30.820059,147.076548,13.610442,2.000000
28.190823,4.156802,30.478818,22.382795,6.063646,2.184837,46.768195,122.709996,13.779304,50.575251,128.492011,14.344138,24.003571,154.859328,10.417657,2.000000
26.913298,3.957767,27.921626,21.900201,4.876619,1.746996,50.346176,117.729353,13.542248,53.882577,122.623527,16.237775,31.891724,145.170405,13.006876,2.000000
26.599533,4.075726,23.800022,24.190976,3.649625,2.948797,52.234715,113.731419,14.181753,53.869023,121.390294,16.961480,28.186951,147.686642,14.778365,2.000000
27.788665,3.015307,16.404215,25.245333,4.362191,3.129234,79.541483,89.106298,15.387261,87.550783,89.716660,27.710287,69.516531,106.450246,26.801828,2.000000
23.473325,5.404215,20.897992,22.603175,4.701238,2.404493,53.970393,114.305638,15.722393,57.755015,118.677491,18.374804,30.052123,144.539028,15.707059,2.000000
30.436826,2.832800,20.171480,23.607856,6.645621,3.910783,77.854963,100.017037,34.992684,87.750005,95.332420,51.501750,69.423405,109.142584,34.320643,2.000000
26.497483,3.202389,10.973130,24.937740,5.440788,4.446966,94.617314,76.863749,38.249486,108.786275,73.302092,74.363248,102.876945,76.579975,51.207309,2.000000
28.921210,3.239813,20.379664,22.785985,5.824260,2.412051,54.806496,116.787853,15.549879,59.868353,119.483997,30.769435,31.324734,145.474951,23.240985,2.000000
27.523364,3.723803,18.196589,23.956475,4.600652,4.226429,62.175579,114.655658,32.900696,70.227771,112.135852,51.086683,48.759302,130.652711,35.305499,2.000000
31.799402,3.704711,16.632613,20.662445,6.735871,4.459840,59.375459,111.765957,21.490834,69.296273,109.570292,42.951935,46.118833,130.607317,31.635834,2.000000
37.276496,50.255126,15.592881,5.717110,6.426244,0.870041,3.144975,7.376702,0.543700,8.412413,10.313371,3.087349,40.926476,113.321601,8.130953,3.000000
36.060804,49.751007,18.395652,5.696592,6.866900,0.436768,4.358398,7.697624,0.469717,7.433825,8.902529,3.384463,33.775537,118.150832,9.609535,3.000000
37.674990,50.134126,16.822329,4.776261,5.753669,0.971650,3.112499,6.601132,1.857706,9.120005,8.112066,2.952633,22.161813,140.814595,7.020272,3.000000
38.905308,47.162085,17.594264,4.202608,5.960904,1.361328,0.236246,7.401793,0.193023,9.713813,8.774883,3.396096,20.194742,140.825929,5.636190,3.000000
